canonical_ref,chapter,verse,speaker,devanagari,iast,english_telang,review_status,checksum
"gita.2.4","2","4","Arjuna","अर्जुन उवाच।
कथं भीष्ममहं सङ्ख्ये द्रोणं च मधुसूदन।
इषुभिः प्रतियोत्स्यामि पूजार्हावरिसूदन ॥","arjuna uvāca
kathaṃ bhīṣmamahaṃ saṅkhye droṇaṃ ca madhusūdana
iṣubhiḥ pratiyotsyāmi pūjārhāvarisūdana","How, O destroyer of Madhu! shall I encounter with arrows in the battle Bhīṣma and Droṇa —both, O destroyer of enemies! entitled to reverence?","machine-aligned; two human reviews pending","859307bb699afafa1a68a8444f74b7d8491141c908bea164959d9c5d508c807f"
"gita.2.5","2","5","Arjuna","गुरूनहत्वा हि महानुभावान्
श्रेयो भोक्तुं भैक्ष्यमपीह लोके।
हत्वार्थकामांस्तु गुरूनिहैव
भुञ्जीय भोगान् रुधिरप्रदिग्धान् ॥","gurūnahatvā hi mahānubhāvān śreyo bhoktuṃ bhaikṣyamapīha loke
hatvārthakāmāṃstu gurūnihaiva bhuñjīya bhogān rudhirapradigdhān","Not killing (my) preceptors—(men) of great glory—it is better to live even on alms in this world. But killing them though they are avaricious of worldly goods I should only enjoy blood-tainted enjoyments. Nor do we know which of the two is better for us-whether that we should vanquish them","machine-aligned; two human reviews pending","493aaa13f37901cd3538b78b8903a7bfca562ca152f717b4eb4f78faaba37d26"
"gita.2.6","2","6","Arjuna","न चैतद्विद्मः कतरन्नो गरीयो
यद्वा जयेम यदि वा नो जयेयुः।
यानेव हत्वा न जिजीविषामस्-
तेऽवस्थिताः प्रमुखे धार्तराष्ट्राः ॥","na caitadvidmaḥ kataranno garīyo yadvā jayema yadi vā no jayeyuḥ
yāneva hatvā na jijīviṣāmaḥ te.avasthitāḥ pramukhe dhārtarāṣṭrāḥ","or that they should vanquish us. Even those","machine-aligned; two human reviews pending","4ccac89bdd046b2805f42e071743ff009e8e3db6f07d1bc36ba46ca80f7d7e80"
"gita.2.7","2","7","Arjuna","कार्पण्यदोषोपहतस्वभावः
पृच्छामि त्वां धर्मसम्मूढचेताः।
यच्छ्रेयः स्यान्निश्चितं ब्रूहि तन्मे
शिष्यस्तेऽहं शाधि मां त्वां प्रपन्नम् ॥","kārpaṇyadoṣopahatasvabhāvaḥ pṛcchāmi tvāṃ dharmasammūḍhacetāḥ
yacchreyaḥ syānniścitaṃ brūhi tanme śiṣyaste.ahaṃ śādhi māṃ tvāṃ prapannam","whom having killed we do not wish to live—even those sons of Dhṛtarāṣṭra stand (arrayed) against us. With a heart contaminated by the taint of helplessness with a mind confounded about my duty I ask you. Tell me what is assuredly good for me. I am your disciple instruct me","machine-aligned; two human reviews pending","610c909d8cbab0f0744774c5317a33cd94ca881d45f57d1bec5f189b2c7799b2"
"gita.2.8","2","8","Arjuna","न हि प्रपश्यामि ममापनुद्याद्
यच्छोकमुच्छोषणमिन्द्रियाणाम्।
अवाप्य भूमावसपत्नमृद्धं
राज्यं सुराणामपि चाधिपत्यम् ॥","na hi prapaśyāmi mamāpanudyād yacchokamucchoṣaṇamindriyāṇām
avāpya bhūmāvasapatnamṛddhaṃ rājyaṃ surāṇāmapi cādhipatyam","who have thrown myself on your (indulgence). For I do not perceive what is to dispel that grief which will dry up my organs after I shall have obtained a prosperous kingdom on earth without a foe or even the sovereignty of the gods.","machine-aligned; two human reviews pending","7413aed29590f00edc137f40ac84731ca425a76ea24211181a0d987be2a26f07"
"gita.2.9","2","9","Sanjaya","सञ्जय उवाच।
एवमुक्त्वा हृषीकेशं गुडाकेशः परन्तप।
न योत्स्य इति गोविन्दमुक्त्वा तूष्णीं बभूव ह ॥","sañjaya uvāca
evamuktvā hṛṣīkeśaṃ guḍākeśaḥ parantapaḥ
na yotsya iti govindamuktvā tūṣṇīṃ babhūva ha","Having spoken thus to Hriṣīkesa, O terror of (your) foes! Guḍākeśa said to Govinda , 'I shall not engage in battle;' and verily remained silent. To him thus desponding between the two armies, O descendant of Bharata!","machine-aligned; two human reviews pending","ffb4f3f0cee0e8ee47552acecdbf2246901fc46c0814f17a6f3305251277205c"
"gita.2.10","2","10","Sanjaya","तमुवाच हृषीकेशः प्रहसन्निव भारत।
सेनयोरुभयोर्मध्ये विषीदन्तमिदं वचः ॥","tamuvāca hṛṣīkeśaḥ prahasanniva bhārata
senayorubhayormadhye viṣīdantamidaṃ vacaḥ","Hṛṣīkesa spoke these words with a slight smile.","machine-aligned; two human reviews pending","1cfbf7353b19273666bf47f8dee9fae53cdf63c7225942fb2bed17a0dbb06281"
"gita.2.11","2","11","Krishna","श्रीभगवानुवाच।
अशोच्यानन्वशोचस्त्वं प्रज्ञावादांश्च भाषसे।
गतासूनगतासूंश्च नानुशोचन्ति पण्डिताः ॥","śrībhagavānuvāca
aśocyānanvaśocastvaṃ prajñāvādāṃśca bhāṣase
gatāsūnagatāsūṃśca nānuśocanti paṇḍitāḥ","You have grieved for those who deserve no grief, and you talk words of wisdom. Learned men grieve not for the living nor the dead. Never did I not exist, nor you, nor these rulers of men","machine-aligned; two human reviews pending","d35b8dfbfdacd61861ac31c37f97c79a9d4b014909d6cc56984d3d69cd0ba611"
"gita.2.12","2","12","Krishna","न त्वेवाहं जातु नासं न त्वं नेमे जनाधिपाः।
न चैव न भविष्यामः सर्वे वयमतः परम् ॥","na tvevāhaṃ jātu nāsaṃ na tvaṃ neme janādhipāḥ
na caiva na bhaviṣyāmaḥ sarve vayamataḥ param","nor will any one of us ever hereafter cease to be. As","machine-aligned; two human reviews pending","963ecfb13fcd8c761848d748622784601855f5140aa730482397ba63f12b332a"
"gita.2.13","2","13","Krishna","देहिनोऽस्मिन्यथा देहे कौमारं यौवनं जरा।
तथा देहान्तरप्राप्तिर्धीरस्तत्र न मुह्यति ॥","dehino.asminyathā dehe kaumāraṃ yauvanaṃ jarā
tathā dehāntaraprāptirdhīrastatra na muhyati","in this body infancy and youth and old age (come) to the embodied (self) so does the acquisition of another body a sensible man is not deceived about that The contacts of the senses","machine-aligned; two human reviews pending","d4708113f21afb6d1927b4b1fb64de4969cc0baa3d7331a152524ae2b6cc1d1d"
"gita.2.14","2","14","Krishna","मात्रास्पर्शास्तु कौन्तेय शीतोष्णसुखदुःखदाः।
आगमापायिनोऽनित्यास्तांस्तितिक्षस्व भारत ॥","mātrāsparśāstu kaunteya śītoṣṇasukhaduḥkhadāḥ
āgamāpāyino.anityāstāṃstitikṣasva bhārata","O son of Kuntī ! which produce cold and heat pleasure and pain are not permanent they are ever coming and going.","machine-aligned; two human reviews pending","873c726ac9a9b044a991552334109776e581006e13628b2e5bd2afc0977d6c5a"
"gita.2.15","2","15","Krishna","यं हि न व्यथयन्त्येते पुरुषं पुरुषर्षभ।
समदुःखसुखं धीरं सोऽमृतत्वाय कल्पते ॥","yaṃ hi na vyathayantyete puruṣaṃ puruṣarṣabha
samaduḥkhasukhaṃ dhīraṃ so.amṛtatvāya kalpate","Bear them, O descendant of Bharata! For, O chief of men! that sensible man whom they (pain and pleasure being alike to him) afflict not, he merits immortality.","machine-aligned; two human reviews pending","00a04533d1eacd9291bf18bd7a19c16ed18ca4d8457ba47651b20fc69ce7c48d"
"gita.2.16","2","16","Krishna","नासतो विद्यते भावो नाभावो विद्यते सतः।
उभयोरपि दृष्टोऽन्तस्त्वनयोस्तत्त्वदर्शिभिः ॥","nāsato vidyate bhāvo nābhāvo vidyate sataḥ
ubhayorapi dṛṣṭo.antastvanayostattvadarśibhiḥ","There is no existence for that which is unreal there is no non-existence for that which is real. And the (correct) conclusion about both is perceived by those who perceive the truth.","machine-aligned; two human reviews pending","a7cfad986553a4dbfbebf41f4a9371df929944f85d584827605c4d80696fe76d"
"gita.2.17","2","17","Krishna","अविनाशि तु तद्विद्धि येन सर्वमिदं ततम्।
विनाशमव्ययस्यास्य न कश्चित्कर्तुमर्हति ॥","avināśi tu tadviddhi yena sarvamidaṃ tatam
vināśamavyayasyāsya na kaścitkartumarhati","Know that to be indestructible which pervades all this the destruction of that inexhaustible (principle) none can bring about.","machine-aligned; two human reviews pending","1f32254b82daa5e5bf26c78c1991cf7ce860f7e179135733d213b779e44e6ee3"
"gita.2.18","2","18","Krishna","अन्तवन्त इमे देहा नित्यस्योक्ताः शरीरिणः।
अनाशिनोऽप्रमेयस्य तस्माद्युध्यस्व भारत ॥","antavanta ime dehā nityasyoktāḥ śarīriṇaḥ
anāśino.aprameyasya tasmādyudhyasva bhārata","These bodies appertaining to the embodied (self) which is eternal, indestructible, and indefinable, are said to be perishable therefore do engage in battle, O descendant of Bharata!","machine-aligned; two human reviews pending","5cdcbfe2b5e874880ff34599bb7e5404742cef78e7c69672aef24aaffe717fa8"
"gita.2.19","2","19","Krishna","य एनं वेत्ति हन्तारं यश्चैनं मन्यते हतम्।
उभौ तौ न विजानीतो नायं हन्ति न हन्यते ॥","ya enaṃ vetti hantāraṃ yaścainaṃ manyate hatam ubhau tau na vijānīto nāyaṃ hanti na hanyate","He who thinks it to be the killer and he who thinks it to be killed, both know nothing. It kills not, is not killed.","machine-aligned; two human reviews pending","e2ecb040951957cb3fb14ca4b327e085e2e084e3a4f2e94465c3b772d5e689ca"
"gita.2.20","2","20","Krishna","न जायते म्रियते वा कदाचिन्
नायं भूत्वा भविता वा न भूयः।
अजो नित्यः शाश्वतोऽयं पुराणो
न हन्यते हन्यमाने शरीरे ॥","na jāyate mriyate vā kadācin nāyaṃ bhūtvā bhavitā vā na bhūyaḥ
ajo nityaḥ śāśvato.ayaṃ purāṇo na hanyate hanyamāne śarīre","It is not born, nor does it ever die, nor, having existed, does it exist no more. Unborn, everlasting, unchangeable, and primeval, it is not killed when the body is killed. O son of Pṛthā! how can that man who knows it thus to be indestructible everlasting unborn","machine-aligned; two human reviews pending","dd4f537a8f07e098b83616f6b399efe9910c22e5f741631d82451bad7475b643"
"gita.2.21","2","21","Krishna","वेदाविनाशिनं नित्यं य एनमजमव्ययम्।
कथं स पुरुषः पार्थ कं घातयति हन्ति कम् ॥","vedāvināśinaṃ nityaṃ ya enamajamavyayam
kathaṃ sa puruṣaḥ pārtha kaṃ ghātayati hanti kam","and inexhaustible how and whom can he kill whom can he cause to be killed? As a man","machine-aligned; two human reviews pending","447e01aa0417d2385035eb1b3b9ba4bb6b38007153a39edef1b4345bc8224cf1"
"gita.2.22","2","22","Krishna","वासांसि जीर्णानि यथा विहाय
नवानि गृह्णाति नरोऽपराणि।
तथा शरीराणि विहाय जीर्णा-
न्यन्यानि संयाति नवानि देही ॥","vāsāṃsi jīrṇāni yathā vihāya navāni gṛhṇāti naro.aparāṇi
tathā śarīrāṇi vihāya jīrṇāni anyāni saṃyāti navāni dehī","casting off old clothes puts on others and new ones so the embodied (self) casting off old bodies goes to others and new ones.","machine-aligned; two human reviews pending","179160977a8cb9c592c04b71e10f66e526a2bf3e37e770622d13cbb9ff781881"
